Rk,School,Conf,AP_Rank,Overall_W,Overall_L,SRS_OSRS,SRS_DSRS,SRS_SRS,Scoring_Off,Scoring_Def,Passing_Off,Passing_Def,Rushing_Off,Rushing_Def,Total_Off,Total_Def,WinPct,MOV,Season,Team,Points_For,Points_Against,Total_Wins,PregameElo_Mean,PregameElo_Start,PostgameElo_End,Excitement,Elo_Delta,AP_Pre,AP_High,ConfStrengthDiff,PollRankGap,SOS
123,Louisiana Tech,CUSA (West),,3,9,-0.22,-12.44,-12.66,40.15,26.49,8.63,5.62,4.54,5.5,6.58,5.56,0.25,13.66,2022,Louisiana Tech,348.0,455.0,3,1197.25,1179.0,1187.0,4.65822654425,8.0,,,0.0,,-4.5
124,Akron,MAC (East),,2,10,-9.07,-4.42,-13.49,32.27,20.61,7.58,6.97,3.72,3.51,5.87,5.09,0.16666666666666666,11.660000000000004,2022,Akron,261.0,402.0,2,1006.25,974.0,960.0,5.426361015416667,-14.0,,,-0.04200000000000001,,-5.16
126,Colorado State,MWC (Mountain),,3,9,-13.35,-1.29,-14.63,25.32,17.21,8.58,5.56,3.75,3.37,5.8,4.54,0.25,8.11,2022,Colorado State,158.0,323.0,3,1263.8333333333333,1270.0,1265.0,4.260782858,-5.0,,,0.125,,-4.8
127,Nevada,MWC (West),,2,10,-6.91,-8.71,-15.62,32.13,22.98,7.04,6.63,4.44,3.72,5.55,5.21,0.16666666666666666,9.150000000000002,2022,Nevada,226.0,371.0,2,1444.8333333333333,1381.0,1520.0,4.5354926595,139.0,,,-0.167,,-5.04
128,New Mexico,MWC (Mountain),,2,10,-14.46,-1.63,-16.09,26.27,16.68,6.4,6.28,4.4,3.2,5.05,4.74,0.16666666666666666,9.59,2022,New Mexico,157.0,312.0,2,1165.6666666666667,1148.0,1200.0,3.879201327666667,52.0,,,-0.167,,-4.26
129,Charlotte,CUSA (East),,3,9,-4.95,-11.28,-16.23,34.88,27.72,9.1,8.44,4.24,4.57,6.73,6.17,0.25,7.160000000000004,2022,Charlotte,293.0,473.0,3,1143.0,1121.0,1106.0,4.8681549510833335,-15.0,,,0.0,,-5.81
130,Florida International,CUSA (East),,4,8,-11.17,-6.28,-17.44,27.57,26.57,6.66,6.59,4.04,4.04,5.41,5.15,0.3333333333333333,1.0,2022,Florida International,224.0,447.0,4,957.3333333333334,982.0,890.0,3.9929739375,-92.0,,,-0.08300000000000002,,-7.44
131,Massachusetts,Ind,,1,11,-15.11,-4.15,-19.26,24.82,20.03,6.66,6.87,4.12,4.2,5.06,5.3,0.08333333333333333,4.789999999999999,2022,Massachusetts,150.0,373.0,1,915.0833333333334,896.0,888.0,3.621016695333333,-8.0,,,,,-4.34
1,Michigan,Big Ten (East),1.0,15,0,8.53,16.48,25.01,55.91,-6.16,11.0,4.11,6.15,1.83,8.03,2.98,1.0,62.06999999999999,2023,Michigan,538.0,156.0,15,2076.3333333333335,2082.0,2082.0,3.6903885130666665,0.0,2.0,1.0,0.0,1.0,5.61
2,Texas,Big 12,3.0,12,2,9.43,10.89,20.32,54.23,-1.29,10.51,4.94,6.21,1.64,8.18,3.57,0.8571428571428571,55.519999999999996,2023,Texas,501.0,265.0,12,1898.0,1897.0,1888.0,5.046982120571428,-9.0,11.0,3.0,0.03200000000000003,8.0,6.61
3,Ohio State,Big Ten (East),10.0,11,2,4.02,16.23,20.26,49.0,-6.57,10.77,3.31,5.64,2.16,8.07,2.71,0.8461538461538461,55.57,2023,Ohio State,397.0,146.0,11,2034.8461538461538,2073.0,2022.0,4.337452016153846,-51.0,3.0,2.0,0.04300000000000004,-7.0,5.64
4,Georgia,SEC (East),4.0,13,1,8.61,11.39,20.0,57.42,-2.04,11.31,3.61,6.6,2.4,8.78,3.11,0.9285714285714286,59.46,2023,Georgia,562.0,219.0,13,2077.3571428571427,2060.0,2037.0,4.195387093857143,-23.0,1.0,1.0,0.07099999999999995,-3.0,3.21
5,Oregon,Pac-12,6.0,12,2,8.1,11.85,19.94,59.15,-1.82,11.35,4.08,7.03,2.6,9.29,3.32,0.8571428571428571,60.97,2023,Oregon,619.0,231.0,12,1848.357142857143,1823.0,1823.0,4.3302665792857145,0.0,15.0,5.0,0.03200000000000003,9.0,3.3
6,Penn State,Big Ten (East),13.0,10,3,5.2,13.03,18.23,54.24,-2.47,8.73,4.74,6.1,1.23,7.25,2.81,0.7692307692307693,56.71,2023,Penn State,471.0,175.0,10,1944.7692307692307,2002.0,1943.0,4.299030112230769,-59.0,7.0,6.0,0.009000000000000008,-6.0,4.08
7,Alabama,SEC (West),5.0,12,2,8.41,9.75,18.16,52.89,-1.54,11.5,4.08,5.88,2.19,7.88,3.15,0.8571428571428571,54.43,2023,Alabama,476.0,266.0,12,1998.5,1966.0,1969.0,5.590082098357143,3.0,4.0,3.0,0.14300000000000002,-1.0,6.58
8,Washington,Pac-12,2.0,14,1,13.35,4.54,17.89,55.44,3.83,11.0,4.14,5.85,3.24,8.75,3.76,0.9333333333333333,51.61,2023,Washington,540.0,372.0,14,1858.5333333333333,1900.0,1900.0,5.603556358733333,0.0,10.0,2.0,0.06699999999999995,8.0,7.83
9,Notre Dame,Ind,14.0,10,3,7.31,9.48,16.79,56.43,0.72,10.88,3.71,6.73,2.37,8.5,3.04,0.7692307692307693,55.71,2023,Notre Dame,509.0,207.0,10,1889.1538461538462,1892.0,1815.0,4.434823273,-77.0,13.0,9.0,,-1.0,2.02
10,Florida State,ACC,6.0,13,1,6.24,10.28,16.51,51.34,1.83,9.82,4.09,5.88,2.66,7.71,3.38,0.9285714285714286,49.510000000000005,2023,Florida State,484.0,270.0,13,1906.4285714285713,1941.0,1871.0,5.371675198142857,-70.0,8.0,3.0,0.07099999999999995,2.0,2.94
11,Missouri,SEC (East),8.0,11,2,8.13,8.23,16.36,49.69,0.45,11.0,4.44,5.7,2.43,7.92,3.39,0.8461538461538461,49.239999999999995,2023,Missouri,423.0,271.0,11,1591.0,1580.0,1529.0,5.8859082023846145,-51.0,,8.0,-0.09599999999999997,,4.97
12,Oklahoma,Big 12,15.0,10,3,11.51,4.35,15.86,59.1,4.69,10.93,4.65,5.68,2.42,8.07,3.64,0.7692307692307693,54.410000000000004,2023,Oklahoma,542.0,305.0,10,1886.8461538461538,1939.0,1901.0,5.941178464461538,-38.0,20.0,5.0,0.009000000000000008,5.0,4.78
13,Kansas State,Big 12,18.0,9,4,9.06,6.56,15.63,55.33,3.48,9.07,4.59,6.33,3.45,7.49,4.12,0.6923076923076923,51.85,2023,Kansas State,482.0,273.0,9,1861.6153846153845,1897.0,1769.0,5.643922960769231,-128.0,16.0,15.0,-0.02499999999999991,-2.0,5.09
14,LSU,SEC (West),12.0,10,3,16.27,-1.6,14.66,64.79,11.31,12.71,5.91,7.53,3.26,10.0,4.74,0.7692307692307693,53.480000000000004,2023,LSU,592.0,364.0,10,1808.3076923076924,1809.0,1740.0,5.647050058846154,-69.0,5.0,5.0,-0.019000000000000017,-7.0,4.59
15,Arizona,Pac-12,11.0,10,3,8.33,5.48,13.8,50.88,4.0,10.69,5.15,5.75,2.69,8.35,3.85,0.7692307692307693,46.88,2023,Arizona,450.0,274.0,10,1546.3076923076924,1606.0,1446.0,5.227549830307693,-160.0,,11.0,0.009000000000000008,,2.42
16,Ole Miss,SEC (West),9.0,11,2,8.19,5.3,13.49,53.0,4.32,11.4,5.23,5.66,2.59,8.06,3.88,0.8461538461538461,48.68,2023,Ole Miss,456.0,293.0,11,1665.1538461538462,1689.0,1667.0,5.955409272461538,-22.0,22.0,9.0,-0.09599999999999997,13.0,3.8
17,Tennessee,SEC (East),17.0,9,4,3.89,6.81,10.69,49.81,3.79,9.77,4.97,6.93,2.18,8.15,3.55,0.6923076923076923,46.02,2023,Tennessee,413.0,264.0,9,1851.6153846153845,1901.0,1830.0,5.251204085538461,-71.0,12.0,9.0,-0.19199999999999995,-5.0,3.23
18,Louisville,ACC,19.0,10,4,3.33,7.09,10.42,47.13,2.77,10.06,5.33,5.95,1.78,7.71,3.59,0.7142857142857143,44.36,2023,Louisville,430.0,298.0,10,1696.5,1657.0,1677.0,5.593630176285714,20.0,,9.0,0.16100000000000003,,3.64
19,Troy,Sun Belt (West),,11,3,1.77,8.52,10.29,41.5,3.07,9.38,5.16,5.42,1.91,7.27,3.57,0.7857142857142857,38.43,2023,Troy,415.0,240.0,11,1617.7142857142858,1655.0,1563.0,5.268720304428571,-92.0,,,0.08899999999999997,,-1.14
20,Clemson,ACC,20.0,9,4,4.19,5.62,9.82,47.38,3.87,8.16,3.73,5.77,2.34,6.82,3.11,0.6923076923076923,43.510000000000005,2023,Clemson,388.0,274.0,9,1725.0,1749.0,1748.0,5.834438823538462,-1.0,9.0,9.0,-0.19199999999999995,-11.0,3.28
21,Maryland,Big Ten (East),,8,5,7.03,2.71,9.74,48.52,7.87,9.64,5.01,5.19,2.37,7.6,3.69,0.6153846153846154,40.650000000000006,2023,Maryland,386.0,292.0,8,1643.8461538461538,1706.0,1687.0,4.610600600692307,-19.0,,,-0.17099999999999999,,2.82
22,USC,Pac-12,,8,5,16.66,-7.07,9.59,61.0,16.01,11.66,5.62,6.29,3.48,9.18,4.35,0.6153846153846154,44.989999999999995,2023,USC,544.0,447.0,8,1778.1538461538462,1768.0,1879.0,4.701163290692308,111.0,6.0,5.0,-0.05899999999999994,,5.51
23,Oregon State,Pac-12,,8,5,5.14,4.28,9.42,49.48,4.52,10.51,5.12,6.16,2.38,8.13,3.67,0.6153846153846154,44.959999999999994,2023,Oregon State,414.0,298.0,8,1756.6923076923076,1774.0,1738.0,4.065934594384616,-36.0,18.0,10.0,-0.05899999999999994,,4.42
24,Liberty,CUSA,25.0,13,1,9.23,-0.05,9.18,49.89,13.51,11.02,5.73,6.75,3.28,8.2,4.65,0.9285714285714286,36.38,2023,Liberty,536.0,340.0,13,1589.4285714285713,1611.0,1574.0,5.100870146571429,-37.0,,18.0,0.07099999999999995,,-4.75
25,Kansas,Big 12,23.0,9,4,8.71,0.34,9.06,50.83,9.25,11.65,5.64,6.38,3.21,8.37,4.32,0.6923076923076923,41.58,2023,Kansas,452.0,345.0,9,1522.076923076923,1546.0,1451.0,5.563159898692307,-95.0,,19.0,-0.1359999999999999,,2.67
26,Duke,ACC,,8,5,2.92,6.1,9.02,44.78,3.32,8.53,4.76,6.42,2.82,7.3,3.8,0.6153846153846154,41.46,2023,Duke,350.0,247.0,8,1607.076923076923,1632.0,1675.0,5.344526561923076,43.0,,16.0,-0.11499999999999999,,3.1
27,Texas A&M,SEC (West),,7,6,4.48,4.49,8.98,49.74,4.43,9.85,5.35,5.2,1.87,7.4,3.57,0.5384615384615384,45.31,2023,Texas A&M,433.0,287.0,7,1726.1538461538462,1738.0,1733.0,5.404380831692308,-5.0,23.0,23.0,-0.038000000000000034,,2.67
28,James Madison,Sun Belt (East),,11,2,3.99,4.54,8.53,45.94,7.12,10.0,5.51,5.01,1.51,7.37,3.83,0.8461538461538461,38.82,2023,James Madison,443.0,253.0,11,1665.8461538461538,1673.0,1590.0,5.128200582615384,-83.0,,18.0,0.029000000000000026,,-3.01
31,SMU,American,22.0,11,3,1.04,6.37,7.41,50.05,5.32,9.37,4.8,5.21,2.53,7.11,3.58,0.7857142857142857,44.73,2023,SMU,542.0,249.0,11,1653.0714285714287,1653.0,1498.0,4.625614458142857,-155.0,,17.0,0.21399999999999997,,-4.45
32,Iowa State,Big 12,,7,6,1.84,5.36,7.2,43.29,4.88,10.01,5.01,5.22,2.61,7.5,3.83,0.5384615384615384,38.41,2023,Iowa State,341.0,296.0,7,1579.5384615384614,1702.0,1499.0,5.124334037538461,-203.0,,,0.129,,4.2
33,West Virginia,Big 12,,9,4,5.49,1.54,7.03,47.41,8.75,9.59,5.76,6.46,3.02,7.64,4.34,0.6923076923076923,38.66,2023,West Virginia,409.0,340.0,9,1489.6153846153845,1492.0,1492.0,5.429092431,0.0,,,-0.02499999999999991,,1.95
34,Utah,Pac-12,,8,5,-3.28,10.25,6.97,39.81,-0.15,8.43,4.62,5.47,1.97,6.62,3.36,0.6153846153846154,39.96,2023,Utah,301.0,251.0,8,1771.5384615384614,1777.0,1752.0,4.779943258538461,-25.0,14.0,10.0,-0.05899999999999994,,4.43
35,Texas Tech,Big 12,,7,6,2.9,4.04,6.94,44.39,7.11,7.98,4.69,5.61,2.9,6.71,3.8,0.5384615384615384,37.28,2023,Texas Tech,356.0,338.0,7,1591.6153846153845,1597.0,1559.0,6.146178210692308,-38.0,,,0.018000000000000016,,4.32
36,Oklahoma State,Big 12,16.0,10,4,5.85,0.6,6.45,47.03,10.23,8.55,6.64,6.09,3.18,7.35,4.85,0.7142857142857143,36.8,2023,Oklahoma State,414.0,400.0,10,1524.142857142857,1540.0,1462.0,5.947922711785715,-78.0,,15.0,0.06400000000000006,,3.95
38,UCLA,Pac-12,,8,5,-2.38,8.76,6.37,41.12,1.87,8.95,4.41,5.99,1.65,7.28,3.08,0.6153846153846154,39.25,2023,UCLA,344.0,239.0,8,1665.7692307692307,1718.0,1678.0,4.674260501153847,-40.0,,18.0,-0.17099999999999999,,1.22
39,Memphis,American,,10,3,11.2,-4.9,6.29,51.9,16.18,9.47,6.49,5.55,3.56,7.59,5.09,0.7692307692307693,35.72,2023,Memphis,512.0,374.0,10,1566.7692307692307,1559.0,1558.0,5.792015432307692,-1.0,,,-0.019000000000000017,,-2.86
40,Iowa,Big Ten (West),24.0,10,4,-7.03,13.29,6.26,33.32,-2.0,6.71,3.49,4.88,1.76,5.6,2.69,0.7142857142857143,35.32,2023,Iowa,216.0,207.0,10,1664.857142857143,1668.0,1639.0,5.874904559714286,-29.0,25.0,18.0,0.06400000000000006,1.0,4.05
41,North Carolina,ACC,,8,5,7.55,-1.54,6.01,50.75,11.68,10.31,5.69,6.27,2.94,8.13,4.28,0.6153846153846154,39.07,2023,North Carolina,449.0,355.0,8,1665.923076923077,1756.0,1671.0,5.911432388307692,-85.0,21.0,10.0,-0.11499999999999999,,1.63
42,Virginia Tech,ACC,,7,6,4.05,1.85,5.9,46.77,9.79,9.19,4.82,6.48,3.07,7.56,3.94,0.5384615384615384,36.980000000000004,2023,Virginia Tech,384.0,311.0,7,1456.3846153846155,1466.0,1369.0,4.253340605923077,-97.0,,,0.08699999999999997,,1.29
43,Wisconsin,Big Ten (West),,7,6,-0.34,6.16,5.82,40.64,4.15,8.1,4.95,5.96,2.68,6.96,3.75,0.5384615384615384,36.49,2023,Wisconsin,305.0,262.0,7,1657.3846153846155,1678.0,1706.0,5.454628222923077,28.0,19.0,19.0,0.018000000000000016,,2.59
44,Kentucky,SEC (East),,7,6,5.01,0.34,5.35,47.33,9.9,9.47,5.48,6.39,2.12,7.9,3.83,0.5384615384615384,37.43,2023,Kentucky,378.0,336.0,7,1640.0,1591.0,1675.0,4.764639281461538,84.0,,20.0,-0.16300000000000003,,2.5
45,Rutgers,Big Ten (East),,7,6,0.5,4.43,4.93,42.68,5.43,8.1,4.62,5.9,2.94,6.72,3.7,0.5384615384615384,37.25,2023,Rutgers,302.0,276.0,7,1417.923076923077,1465.0,1435.0,4.253591872461538,-30.0,,,-0.20500000000000002,,4.93
46,Boise State,MWC,,8,6,4.22,0.58,4.8,45.22,10.57,9.93,6.11,6.24,2.97,7.69,4.65,0.5714285714285714,34.65,2023,Boise State,450.0,358.0,8,1590.5,1533.0,1542.0,5.1953764925714285,9.0,,,0.17900000000000005,,-0.77
47,Washington State,Pac-12,,5,7,4.87,-0.64,4.23,48.48,10.9,9.94,5.24,4.28,3.16,7.56,3.99,0.4166666666666667,37.58,2023,Washington State,380.0,337.0,5,1541.5,1615.0,1615.0,5.359935956249999,0.0,,13.0,-0.19499999999999998,,3.4
48,Auburn,SEC (West),,6,7,-1.93,5.94,4.01,42.06,3.55,8.46,5.0,6.02,3.03,6.93,3.91,0.46153846153846156,38.510000000000005,2023,Auburn,340.0,294.0,6,1615.7692307692307,1559.0,1607.0,4.386161783,48.0,,,-0.08700000000000002,,3.39
49,Tulane,American,,11,3,-1.07,5.06,3.99,37.79,5.46,9.27,5.41,5.06,2.46,6.8,4.0,0.7857142857142857,32.33,2023,Tulane,369.0,287.0,11,1638.2857142857142,1650.0,1630.0,5.049586851142857,-20.0,24.0,17.0,0.21399999999999997,,-2.51
50,Georgia Tech,ACC,,7,6,6.43,-2.73,3.71,48.07,12.31,9.46,5.52,6.73,4.02,7.86,4.72,0.5384615384615384,35.76,2023,Georgia Tech,404.0,383.0,7,1374.4615384615386,1328.0,1391.0,5.369936232923076,63.0,,,0.08699999999999997,,2.78
51,UTSA,American,,9,4,2.68,0.74,3.42,43.31,11.09,8.38,5.48,5.33,2.7,6.74,4.09,0.6923076923076923,32.22,2023,UTSA,415.0,313.0,9,1599.923076923077,1621.0,1522.0,5.24941229876923,-99.0,,,0.18300000000000005,,-4.19
52,Florida,SEC (East),,5,7,4.21,-0.91,3.31,46.49,8.98,10.04,6.14,5.66,3.49,7.67,4.73,0.4166666666666667,37.510000000000005,2023,Florida,341.0,331.0,5,1580.0833333333333,1592.0,1565.0,5.329278578416667,-27.0,,22.0,-0.04199999999999998,,4.31
53,Air Force,MWC,,9,4,-1.51,4.75,3.25,39.95,7.21,11.89,5.71,5.97,2.27,6.77,3.97,0.6923076923076923,32.74,2023,Air Force,362.0,236.0,9,1687.3846153846155,1797.0,1722.0,4.373343973461538,-75.0,,17.0,-0.06699999999999995,,-4.14
55,Northwestern,Big Ten (West),,8,5,0.65,1.88,2.53,40.86,8.99,8.9,5.54,4.4,2.81,6.41,4.02,0.6153846153846154,31.869999999999997,2023,Northwestern,287.0,293.0,8,1372.076923076923,1341.0,1296.0,5.490218652538461,-45.0,,,-0.05899999999999994,,2.45
57,UCF,Big 12,,6,7,1.57,0.77,2.34,45.52,8.54,10.5,5.21,6.47,3.51,8.1,4.29,0.46153846153846156,36.980000000000004,2023,UCF,407.0,335.0,6,1607.6923076923076,1545.0,1649.0,5.41299566723077,104.0,,,-0.129,,1.11
58,South Carolina,SEC (East),,5,7,1.36,0.98,2.33,44.03,7.75,10.17,5.42,4.29,2.44,7.3,3.85,0.4166666666666667,36.28,2023,South Carolina,312.0,316.0,5,1541.5833333333333,1493.0,1549.0,6.354351019749999,56.0,,,-0.04199999999999998,,4.33
59,Toledo,MAC (West),,11,3,1.91,0.29,2.2,43.03,11.83,9.34,5.61,6.12,3.05,7.41,4.29,0.7857142857142857,31.200000000000003,2023,Toledo,452.0,284.0,11,1518.2142857142858,1491.0,1500.0,5.765945417428571,9.0,,23.0,0.21399999999999997,,-6.95
60,Nebraska,Big Ten (West),,5,7,-5.93,7.99,2.06,34.82,3.24,8.22,4.68,5.78,2.02,6.68,3.41,0.4166666666666667,31.58,2023,Nebraska,216.0,219.0,5,1487.0,1470.0,1470.0,5.7306828628333335,0.0,,,-0.08399999999999996,,2.48
61,California,Pac-12,,6,7,5.93,-4.07,1.86,47.33,14.53,8.6,5.52,5.69,2.48,7.05,3.96,0.46153846153846156,32.8,2023,California,393.0,426.0,6,1501.3076923076924,1491.0,1519.0,5.312639825076923,28.0,,,-0.018000000000000016,,3.86
62,Miami (OH),MAC (East),,11,3,-4.53,6.28,1.75,35.31,6.37,8.94,5.8,5.18,2.74,6.53,4.2,0.7857142857142857,28.94,2023,Miami (OH),359.0,223.0,11,1429.142857142857,1455.0,1392.0,5.258087964571429,-63.0,,,0.08899999999999997,,-7.18
63,South Alabama,Sun Belt (West),,7,6,-1.2,2.77,1.57,43.89,9.88,9.04,6.27,5.89,2.27,7.33,4.06,0.5384615384615384,34.01,2023,South Alabama,430.0,273.0,7,1565.8461538461538,1716.0,1511.0,4.101055815615385,-205.0,,,-0.038000000000000034,,-3.9
65,Wyoming,MWC,,9,4,-1.87,3.05,1.18,37.81,8.83,8.39,4.76,5.33,3.2,6.5,4.09,0.6923076923076923,28.980000000000004,2023,Wyoming,329.0,290.0,9,1417.1538461538462,1381.0,1402.0,5.231939308846153,21.0,,,-0.06699999999999995,,-1.59
66,Colorado,Pac-12,,4,8,6.37,-5.4,0.98,47.22,16.38,9.62,5.79,3.82,3.43,7.05,4.41,0.3333333333333333,30.84,2023,Colorado,338.0,418.0,4,1267.6666666666667,1315.0,1252.0,5.889199159916667,-63.0,,18.0,-0.22200000000000003,,5.23
67,Coastal Carolina,Sun Belt (East),,8,5,-1.33,2.13,0.8,40.22,11.09,9.75,5.74,5.54,3.58,7.43,4.68,0.6153846153846154,29.13,2023,Coastal Carolina,360.0,310.0,8,1446.2307692307693,1405.0,1411.0,4.965528566692308,6.0,,,0.010000000000000009,,-1.97
68,Jacksonville State,CUSA,,9,4,-0.6,1.28,0.68,40.37,11.15,7.72,5.8,5.26,2.24,6.2,3.8,0.6923076923076923,29.22,2023,Jacksonville State,392.0,275.0,9,1491.7692307692307,1485.0,1510.0,6.280197479923077,25.0,,,0.05800000000000005,,-6.01
69,Arkansas,SEC (West),,4,8,0.81,-0.61,0.2,42.87,11.32,8.66,5.45,4.68,3.22,6.3,4.21,0.3333333333333333,31.549999999999997,2023,Arkansas,319.0,335.0,4,1593.9166666666667,1607.0,1621.0,5.784357097833333,14.0,,,-0.20800000000000002,,1.7
70,Western Kentucky,CUSA,,8,5,3.86,-3.77,0.09,43.11,17.79,8.72,5.35,4.74,4.16,7.0,4.73,0.6153846153846154,25.32,2023,Western Kentucky,396.0,373.0,8,1534.5384615384614,1527.0,1506.0,5.291240593692308,-21.0,,,0.010000000000000009,,-3.29
71,Minnesota,Big Ten (West),,6,7,-0.43,0.43,-0.01,39.63,12.09,8.01,5.84,5.67,3.54,6.56,4.73,0.46153846153846156,27.540000000000003,2023,Minnesota,272.0,347.0,6,1600.3076923076924,1579.0,1635.0,5.651795822153845,56.0,,,-0.129,,3.61
72,Texas State,Sun Belt (West),,8,5,8.0,-8.35,-0.35,47.45,21.66,9.09,6.58,5.55,3.12,7.13,4.7,0.6153846153846154,25.790000000000003,2023,Texas State,477.0,427.0,8,1351.1538461538462,1376.0,1385.0,5.149012497230769,9.0,,,-0.11499999999999999,,-4.66
73,Purdue,Big Ten (West),,4,8,3.7,-4.08,-0.38,44.48,15.31,8.84,6.32,6.04,2.75,7.26,4.48,0.3333333333333333,29.169999999999995,2023,Purdue,287.0,365.0,4,1477.9166666666667,1448.0,1515.0,5.4092934685,67.0,,,0.0,,5.12
74,Illinois,Big Ten (West),,5,7,3.82,-4.24,-0.42,43.24,13.9,9.62,5.47,5.47,2.62,7.53,4.03,0.4166666666666667,29.340000000000003,2023,Illinois,294.0,353.0,5,1557.0833333333333,1498.0,1517.0,6.442602074333333,19.0,,,-0.08399999999999996,,3.84
75,Fresno State,MWC,,9,4,0.29,-0.83,-0.54,40.4,12.64,8.12,5.43,4.36,3.24,6.47,4.33,0.6923076923076923,27.759999999999998,2023,Fresno State,396.0,305.0,9,1687.0,1741.0,1723.0,4.981157848846154,-18.0,,24.0,-0.19199999999999995,,-6.0
76,Ohio,MAC (East),,10,3,-5.28,4.62,-0.66,33.64,8.18,7.8,5.86,4.59,2.64,5.96,4.3,0.7692307692307693,25.46,2023,Ohio,316.0,206.0,10,1494.6923076923076,1528.0,1542.0,5.338566281538461,14.0,,,-0.019000000000000017,,-9.12
77,Mississippi State,SEC (West),,5,7,-4.26,3.48,-0.78,37.88,7.6,7.82,4.89,5.71,2.65,6.63,3.64,0.4166666666666667,30.28,2023,Mississippi State,262.0,319.0,5,1535.75,1392.0,1551.0,4.8758539665,159.0,,,-0.292,,3.48
78,BYU,Big 12,,5,7,-1.28,0.36,-0.92,39.87,11.99,7.88,5.19,4.62,3.6,6.22,4.42,0.4166666666666667,27.879999999999995,2023,BYU,277.0,358.0,5,1484.6666666666667,1471.0,1565.0,5.441304060416667,94.0,,,-0.19499999999999998,,3.67
79,New Mexico State,CUSA,,10,5,-1.87,0.64,-1.23,37.0,11.7,9.45,6.44,6.2,3.77,7.6,5.09,0.6666666666666666,25.3,2023,New Mexico State,412.0,342.0,10,1336.0,1484.0,1261.0,5.456318072733334,-223.0,,,0.20799999999999996,,-5.56
80,Michigan State,Big Ten (East),,4,8,-4.57,3.02,-1.54,36.16,12.08,8.55,6.25,4.47,2.91,6.45,4.46,0.3333333333333333,24.08,2023,Michigan State,191.0,340.0,4,1461.8333333333333,1462.0,1463.0,4.78963856775,1.0,,,-0.11100000000000002,,5.79
81,Bowling Green,MAC (East),,7,6,-0.73,-1.32,-2.04,38.38,13.53,8.12,5.89,5.1,3.1,6.4,4.44,0.5384615384615384,24.85,2023,Bowling Green,340.0,312.0,7,1266.3076923076924,1281.0,1253.0,4.370589373153846,-28.0,,,0.08699999999999997,,-4.12
82,Indiana,Big Ten (East),,3,9,0.3,-2.78,-2.49,41.12,13.77,8.98,6.22,5.01,3.05,6.79,4.46,0.25,27.349999999999998,2023,Indiana,266.0,359.0,3,1349.75,1317.0,1360.0,5.43263353575,43.0,,,-0.139,,4.52
83,Louisiana,Sun Belt (West),,6,7,3.65,-6.14,-2.49,42.4,17.64,8.68,6.3,5.93,2.8,7.11,4.29,0.46153846153846156,24.759999999999998,2023,Louisiana,418.0,372.0,6,1522.923076923077,1542.0,1544.0,6.008075577153846,2.0,,,-0.08700000000000002,,-4.72
84,Houston,Big 12,,4,8,-0.29,-2.24,-2.54,40.65,13.32,8.73,6.37,5.05,2.96,6.9,4.48,0.3333333333333333,27.33,2023,Houston,284.0,378.0,4,1528.6666666666667,1543.0,1543.0,5.17891897375,0.0,,,-0.11100000000000002,,3.63
85,Boston College,ACC,,7,6,2.02,-4.57,-2.55,40.77,14.23,8.31,6.14,6.01,4.03,6.9,5.04,0.5384615384615384,26.540000000000003,2023,Boston College,323.0,368.0,7,1328.6923076923076,1356.0,1297.0,5.978533860384616,-59.0,,,-0.16300000000000003,,0.14
86,Arkansas State,Sun Belt (West),,6,7,-2.87,0.13,-2.74,37.7,16.58,9.0,6.45,5.21,3.56,6.87,4.92,0.46153846153846156,21.120000000000005,2023,Arkansas State,352.0,395.0,6,1154.5384615384614,1077.0,1077.0,4.669668917153846,0.0,,,0.03799999999999998,,-2.66
87,Syracuse,ACC,,6,7,-7.34,4.4,-2.93,37.1,10.2,8.5,5.55,5.29,2.55,6.47,4.08,0.46153846153846156,26.900000000000002,2023,Syracuse,306.0,330.0,6,1482.3076923076924,1379.0,1607.0,4.583079277461538,228.0,,,-0.21200000000000002,,-0.55
88,Georgia State,Sun Belt (East),,7,6,-0.35,-2.89,-3.24,38.91,16.23,8.61,6.78,5.85,3.1,6.92,4.97,0.5384615384615384,22.679999999999996,2023,Georgia State,354.0,391.0,7,1467.076923076923,1487.0,1546.0,4.432792557384615,59.0,,,-0.16300000000000003,,-2.24
90,Wake Forest,ACC,,4,8,-2.48,-0.84,-3.32,37.51,11.05,9.55,6.34,4.69,2.83,6.65,4.47,0.3333333333333333,26.459999999999997,2023,Wake Forest,243.0,326.0,4,1529.1666666666667,1502.0,1548.0,5.392990031916667,46.0,,,-0.20800000000000002,,2.51
91,Virginia,ACC,,3,9,0.22,-4.01,-3.78,40.84,15.45,9.47,5.23,4.57,3.42,6.73,4.31,0.25,25.390000000000004,2023,Virginia,279.0,405.0,3,1324.5833333333333,1291.0,1313.0,5.923717590333333,22.0,,,0.0,,4.8
92,Army,Ind,,6,6,-8.22,4.29,-3.94,32.47,9.74,8.63,5.69,5.37,3.69,6.03,4.75,0.5,22.729999999999997,2023,Army,246.0,253.0,6,1424.4166666666667,1301.0,1495.0,4.086169033166667,194.0,,,,,-3.6
93,Rice,American,,6,7,1.1,-5.04,-3.94,42.55,15.71,8.7,6.24,4.98,3.26,6.88,4.62,0.46153846153846156,26.839999999999996,2023,Rice,384.0,365.0,6,1260.5384615384614,1300.0,1180.0,5.211268243,-120.0,,,0.03799999999999998,,-3.02
